district,state,pop_below_15,sex_ratio,sex_ratio_birth,hh_elec,hh_drnk_water,hh_sanitation,hh_fuel,hh_salt,hh_health_insurance,women_10yr_school,women_premarried,women_earlymother,women_menstrual,fam_contra,fam_modern_contra,fam_female_ster,fam_IUD,fam_pill,fam_condom,fam_injectibles,fam_unmet_need,fam_healthworkers,fam_sideeffects,mother_antenatal,mother_neonatal,mother_folic,mother_MCP,delivery_expense,institutional_birth,births_csection,child_vaccinated,child_public_vaccinated,child_private_vaccinated,child_diarrhoea,child_resp,child_diet,child_stunted,child_wasted,child_severely_wasted,child_underwght,child_overwght,women_lowBMI,women_highBMI,women_high_wh,child_anaemic,women_anaemic,young_women_anaemic,women_highBS,men_highBS,women_highBP,men_highBP,women_cervical,women_breast,women_oral,women_tobbaco,men_tobbaco,women_alc,men_alc,HDI,st,dc
Rajanna Sircilla,Telangana,21.25,1167.41,1115.29,99.82,98.69,77.42,96.63,98.53,62.81,46.35,13.24,3.04,92.23,60.67,59.27,49.93,0.0,0.34,1.75,0.28,9.86,18.91,59.98,67.06,96.32,34.01,98.97,3065.09,37.68,77.22,85.07,96.75,3.25,6.08,2.08,7.76,22.42,19.37,8.92,26.07,2.34,18.58,23.83,43.08,65.73,55.99,61.35,13.19,20.27,30.2,35.95,6.87,1.21,3.25,8.5,19.37,6.13,49.88,0.915,,
Ranga Reddy,Telangana,24.06,1022.3,963.97,99.74,99.41,81.1,97.0,98.18,58.29,51.44,29.03,5.15,95.29,72.62,69.69,67.56,0.28,0.73,0.72,0.14,4.78,18.73,53.39,75.09,90.3,26.6,95.26,3498.72,48.19,57.75,91.9,92.84,7.16,5.31,1.09,7.23,37.77,13.9,5.12,29.47,3.99,14.87,40.62,47.93,75.81,53.24,57.96,15.25,19.55,28.47,35.02,0.48,0.13,1.0,4.47,18.94,6.65,46.84,0.915,,
Sangareddy,Telangana,24.52,1052.87,1038.96,99.55,99.35,68.01,81.06,97.48,58.14,41.47,30.6,4.38,92.21,62.32,61.68,56.77,0.56,1.98,1.05,0.07,8.48,10.15,47.5,66.38,89.46,21.56,98.28,4718.24,63.21,43.18,76.25,98.05,1.95,12.31,0.77,6.37,32.85,25.01,5.94,35.06,2.96,19.99,29.44,38.39,66.98,48.34,59.52,11.25,16.34,25.66,32.59,1.23,0.69,2.42,5.4,27.31,11.2,39.72,0.829,36.0,16.0
Siddipet,Telangana,22.03,1061.68,975.69,99.54,97.24,84.14,93.15,98.48,60.93,51.3,19.01,0.98,88.36,59.82,59.4,54.5,0.7,1.27,1.26,0.0,9.56,11.57,46.72,62.62,89.77,41.48,98.87,5528.25,47.32,68.96,81.45,95.26,4.74,8.3,3.11,14.14,28.06,19.31,4.71,29.57,1.53,17.85,26.81,42.75,63.51,56.69,76.58,14.73,19.99,26.64,36.85,5.05,1.01,3.48,5.2,23.2,8.3,50.25,0.89,36.0,18.0
Suryapet,Telangana,18.86,1031.67,979.86,99.43,99.78,77.94,94.54,93.02,63.13,42.53,29.47,6.18,95.54,78.2,77.93,75.88,0.0,0.42,0.3,0.0,4.03,16.58,36.9,70.42,87.07,38.92,99.66,3614.7,40.54,77.03,79.34,92.07,7.93,4.63,4.34,15.05,29.14,24.9,8.82,30.05,2.84,15.98,33.92,45.02,76.6,57.48,64.51,17.72,23.85,25.18,27.34,5.26,0.37,4.07,3.04,20.76,6.06,46.67,0.902,36.0,30.0
Vikarabad,Telangana,24.86,998.31,774.64,99.06,99.73,66.72,75.98,89.14,59.56,38.34,39.76,9.96,93.25,69.75,69.75,68.68,0.28,0.0,0.43,0.0,4.6,8.57,36.52,54.82,83.17,24.4,98.7,3200.73,54.9,47.97,88.69,98.44,1.56,13.02,2.53,11.14,32.12,19.99,5.79,37.12,0.77,25.59,25.67,38.15,69.98,61.0,61.96,10.78,14.29,27.04,30.28,2.81,0.14,0.6,11.58,29.17,17.0,44.66,0.791,36.0,24.0
Wanaparthy,Telangana,24.75,1018.45,987.18,99.23,99.42,75.86,88.88,93.5,70.14,37.01,32.6,4.73,95.5,77.3,75.68,74.41,0.15,0.28,0.29,0.0,3.55,22.29,36.59,62.77,92.63,38.75,100.0,2989.07,51.39,50.86,94.7,100,0.01,4.99,1.68,7.52,40.42,15.07,4.37,33.22,4.92,24.6,23.54,37.13,75.3,58.67,65.17,13.9,16.54,22.54,25.52,3.27,0.26,2.15,8.92,27.45,8.72,48.65,0.881,36.0,27.0
Warangal Rural,Telangana,17.25,1070.14,697.63,99.7,98.96,74.34,87.77,97.36,71.98,39.98,22.85,12.87,93.52,59.96,57.5,47.03,0.0,0.76,0.29,0.33,9.35,16.29,53.5,70.42,82.28,35.19,98.73,3712.59,63.12,71.76,83.56,100,0.01,14.38,4.58,5.11,36.13,18.95,8.9,37.94,2.37,22.63,26.37,45.61,71.53,59.32,64.29,15.63,18.05,26.31,29.42,5.48,1.05,3.8,2.8,23.24,6.49,54.36,0.839,36.0,11.0
Warangal Urban,Telangana,20.2,1086.94,829.37,99.62,99.13,81.2,94.55,96.59,61.99,57.16,22.67,4.29,96.43,67.65,64.38,50.1,0.38,0.69,1.21,0.0,8.88,27.79,49.43,71.31,96.18,38.93,96.39,2824.87,41.9,69.31,86.76,91.36,8.64,8.71,4.34,9.34,29.54,29.5,12.58,36.02,4.35,16.83,31.96,50.74,67.02,57.85,54.9,17.09,19.0,24.45,32.66,1.41,0.0,0.38,1.46,13.95,2.86,43.32,0.916,36.0,12.0
Yadadri Bhuvanagiri,Telangana,23.04,1071.12,953.53,99.57,99.73,81.94,94.87,98.65,65.25,47.95,21.58,1.65,94.81,76.19,74.96,72.28,0.31,0.0,0.71,0.15,4.97,20.63,58.45,67.23,91.53,35.69,97.93,3082.48,54.92,68.18,84.33,97.04,2.96,6.0,1.1,3.89,38.28,10.27,2.99,27.22,5.45,19.36,24.59,48.84,65.31,53.78,60.08,14.63,17.99,24.84,32.3,2.38,0.22,2.14,5.62,22.19,12.93,58.39,0.915,,
Dhalai,Tripura,27.16,1034.03,1160.17,97.73,70.3,67.56,33.95,98.74,44.2,13.87,38.89,26.91,63.19,80.85,53.29,8.64,0.32,38.97,2.28,0.13,3.99,3.85,50.77,52.02,97.82,8.75,90.71,4010.42,84.46,10.11,76.66,100,0,4.89,1.49,14.31,45.74,15.85,7.71,27.62,13.11,15.87,19.1,67.68,81.2,69.99,65.43,14.54,16.98,14.53,17.36,0.57,0.43,0.46,55.16,61.26,7.49,40.19,0.615,16.0,3.0
Gomati,Tripura,24.15,1011.39,1042.79,98.75,87.66,77.44,47.71,99.0,29.94,22.77,42.75,24.37,71.47,65.45,48.7,8.63,0.0,37.12,2.15,0.0,12.14,13.11,40.22,40.63,91.69,6.62,91.13,10953.72,89.97,23.6,85.11,95.13,0.01,9.78,1.64,12.55,22.67,27.62,11.19,29.02,3.4,14.14,19.55,72.48,70.74,62.25,63.19,16.76,17.38,19.78,21.38,0.7,0.44,1.17,49.64,55.82,9.35,33.7,0.67,,
Khowai,Tripura,23.53,1058.71,959.03,98.97,83.19,67.79,41.48,100.0,44.14,18.87,28.28,24.27,69.17,79.86,49.86,9.53,0.2,36.19,1.75,0.0,4.12,8.73,34.71,41.5,96.75,16.58,97.67,7328.07,90.7,27.82,65.83,100,0.01,0.71,2.01,12.88,47.01,16.57,6.18,24.73,8.13,18.72,15.41,62.71,73.36,63.73,64.78,17.78,18.3,19.01,21.37,0.18,0.0,0.0,51.32,61.89,9.63,40.34,0.61,,
North Tripura,Tripura,26.2,1040.17,913.2,96.21,75.58,74.13,41.6,99.2,28.65,23.68,34.19,11.94,74.15,78.29,54.35,10.91,1.1,35.31,4.61,0.0,6.05,13.54,62.22,67.1,95.04,3.83,93.84,4417.73,65.19,18.24,67.91,97.57,0,5.65,0.68,11.81,26.24,29.99,18.07,32.15,8.96,18.57,16.8,56.0,52.49,69.25,72.27,18.27,22.94,18.8,19.32,0.21,0.0,0.0,52.46,63.95,6.12,33.52,0.677,16.0,4.0
Sepahijala,Tripura,23.43,1021.45,929.7,98.96,97.38,75.38,37.11,99.72,31.6,21.73,51.92,26.55,68.34,58.94,44.18,10.92,0.81,26.25,2.74,0.68,15.34,9.8,39.59,52.78,90.19,6.77,93.0,8388.96,81.73,21.81,78.6,97.39,0.01,9.87,0.43,12.81,34.54,14.89,6.71,20.99,12.36,13.88,24.21,72.68,72.11,69.39,70.41,18.19,22.24,19.31,19.93,0.93,0.22,0.42,47.6,50.37,8.08,29.49,0.673,,
South Tripura,Tripura,24.51,1053.88,1135.65,95.88,90.51,68.61,29.44,99.29,37.28,21.64,46.23,23.1,49.6,50.68,40.31,4.64,0.39,27.85,4.0,0.83,17.26,12.95,28.3,58.42,89.42,13.31,84.58,7198.56,80.93,20.37,65.62,100,0.01,11.27,3.15,9.88,25.53,15.27,5.17,21.64,5.04,16.8,22.82,51.93,59.64,66.51,70.76,18.24,20.42,22.35,24.17,1.38,0.51,1.83,51.03,54.26,5.55,30.5,0.603,16.0,2.0
Unakoti,Tripura,27.41,1079.1,1036.36,96.39,78.56,61.75,29.19,99.3,28.01,18.7,37.97,21.15,56.76,66.79,40.18,6.18,0.61,29.62,1.37,0.44,9.7,5.4,21.89,24.59,95.55,14.26,89.35,7693.41,55.39,11.17,66.71,96.7,1.46,6.15,1.61,9.36,31.77,19.34,3.96,31.97,1.94,25.96,16.6,53.79,62.8,67.86,72.94,16.9,19.92,21.01,22.08,0.37,0.0,0.0,54.93,59.67,3.39,23.33,0.578,,
West Tripura,Tripura,20.15,936.77,1047.64,99.82,98.49,80.21,65.16,99.81,28.12,30.9,37.11,20.24,81.54,80.09,53.85,15.61,0.23,32.52,4.62,0.18,2.49,9.43,42.09,61.22,99.33,7.08,98.14,5555.63,79.75,47.67,93.71,93.6,6.4,2.43,0.49,18.6,30.3,11.73,2.13,21.18,8.72,13.67,26.81,61.57,54.5,67.25,64.94,18.72,18.14,25.06,27.14,0.64,0.63,0.38,47.71,55.19,3.5,33.01,0.784,16.0,1.0
Saharanpur,Uttar Pradesh,28.51,984.27,1022.28,98.32,99.73,83.8,56.58,96.16,11.79,38.23,7.01,1.33,76.69,73.69,48.85,9.46,0.75,4.46,32.83,0.69,4.34,18.69,69.61,52.44,97.43,7.49,96.76,4537.12,53.53,15.43,93.41,93.72,4.49,6.1,3.86,5.59,28.82,21.99,12.89,26.73,1.92,12.82,16.35,79.09,68.13,41.38,46.85,8.76,11.55,23.02,24.28,0.15,0.11,0.17,2.42,30.69,0.49,14.08,0.794,9.0,1.0
Bijnor,Uttar Pradesh,30.74,1059.01,950.71,96.14,99.71,78.21,45.8,95.11,18.82,39.66,5.18,1.15,76.95,68.11,47.3,11.33,0.69,3.15,30.43,0.39,5.01,25.0,76.03,48.8,93.84,6.19,95.97,2239.71,30.59,22.4,96.67,89.56,1.2,3.15,1.65,6.84,36.16,9.41,2.03,21.87,2.68,16.99,28.02,51.93,60.91,45.96,46.83,11.26,13.26,19.66,24.33,0.0,0.0,0.17,3.61,36.49,0.15,15.13,0.813,9.0,3.0
Rampur,Uttar Pradesh,31.08,1021.86,968.28,96.21,100.0,79.01,46.18,90.07,13.07,26.87,10.45,3.54,74.31,56.76,29.98,9.31,0.28,2.34,17.0,0.77,12.0,14.3,68.85,50.36,94.54,12.49,97.83,2245.14,44.73,16.68,81.94,97.07,1.34,5.01,5.33,6.93,40.35,17.55,5.86,32.12,2.09,13.55,20.59,60.13,69.59,55.44,59.34,12.39,14.38,17.67,21.03,0.36,0.18,0.37,4.94,36.14,0.12,14.62,0.715,9.0,5.0
Jyotiba Phule Nagar,Uttar Pradesh,32.53,1000.74,860.1,96.35,99.68,78.85,45.43,90.4,8.3,35.39,11.63,4.02,74.03,65.67,45.31,12.99,0.82,2.79,26.65,1.41,6.84,31.67,72.6,43.87,87.18,4.24,95.05,1735.88,31.29,20.3,91.11,92.48,0,5.47,0.42,16.82,42.24,22.53,12.53,35.43,4.62,15.98,19.69,72.8,69.57,47.56,51.7,6.34,11.13,19.13,24.62,0.0,0.18,0.18,4.35,38.89,0.37,14.39,0.78,9.0,6.0
Meerut,Uttar Pradesh,30.32,967.07,925.79,98.62,99.72,82.65,68.47,96.16,18.38,47.32,7.55,2.41,83.6,72.44,48.83,14.15,1.83,2.22,29.05,1.14,5.63,28.17,82.81,49.87,92.49,13.75,95.66,1725.74,25.72,19.93,92.2,89.81,1.33,2.78,1.96,8.69,32.1,10.17,2.14,23.65,1.26,12.75,38.46,53.06,55.21,45.46,45.06,14.42,16.01,19.98,26.16,0.16,0.0,0.0,2.62,24.4,0.18,13.71,0.853,9.0,7.0
Baghpat,Uttar Pradesh,29.78,937.66,818.4,98.54,99.85,87.01,51.47,96.59,12.45,43.97,8.08,2.67,81.35,71.68,45.22,15.6,2.33,3.6,22.53,0.35,5.15,19.78,74.96,42.36,93.05,8.55,96.09,2000.65,44.03,12.58,92.97,92.85,0,4.04,0.63,9.12,25.49,10.26,3.9,25.97,1.69,14.9,34.51,54.73,60.17,53.3,56.46,11.81,12.67,21.35,25.54,0.16,0.0,0.0,4.71,31.82,0.27,12.88,0.861,9.0,8.0
Gautam Buddha Nagar,Uttar Pradesh,28.52,896.91,735.05,99.41,99.89,74.01,75.04,97.22,23.76,51.89,13.51,2.12,89.62,76.27,55.89,24.15,3.19,2.33,24.96,0.69,5.31,23.68,66.97,52.74,96.09,19.51,97.59,3626.13,32.43,19.75,90.43,82.98,6.51,4.74,5.2,6.88,25.48,12.02,3.48,21.91,0.63,15.04,34.66,53.26,62.85,59.43,57.78,14.79,17.19,16.38,20.88,0.23,0.0,0.18,2.95,29.65,0.15,17.29,0.908,9.0,10.0
Bulandshahr,Uttar Pradesh,31.31,978.71,840.95,96.25,100.0,81.45,48.4,95.71,20.53,37.75,12.84,5.52,79.02,72.93,40.37,13.72,1.89,1.44,22.29,0.52,5.05,19.64,63.98,47.61,94.79,7.84,97.1,1708.87,49.1,16.96,84.72,92.49,0.49,5.38,1.75,8.89,37.64,13.83,2.57,26.47,2.94,15.81,32.22,46.38,64.09,52.01,53.99,12.81,14.86,21.24,26.22,0.0,0.19,0.0,4.11,34.44,0.18,17.23,0.827,9.0,11.0
Aligarh,Uttar Pradesh,32.1,1030.99,1030.28,95.31,100.0,69.39,51.42,96.93,17.61,37.48,15.84,4.5,79.55,68.24,39.67,12.67,2.69,2.26,20.29,1.32,6.39,27.65,68.98,44.68,93.87,12.62,98.06,2638.2,49.23,18.65,83.92,89.65,3.69,5.55,3.24,9.94,35.04,10.86,4.04,26.27,2.0,18.58,29.42,42.89,62.55,56.51,52.47,13.09,14.86,18.15,21.97,0.17,0.42,0.0,5.14,37.0,0.11,16.88,0.778,9.0,12.0
Mahamaya Nagar,Uttar Pradesh,31.89,1029.3,988.56,94.94,98.98,73.27,46.45,93.86,10.91,39.06,28.09,5.65,66.92,57.52,37.51,14.63,2.39,3.31,15.15,1.09,13.81,14.28,56.25,27.8,87.86,6.46,89.95,2895.86,53.96,13.86,79.46,92.46,4.2,11.52,7.56,5.89,39.08,12.03,4.7,24.54,3.69,15.88,23.79,52.9,72.08,58.24,60.94,7.58,10.91,22.42,26.43,2.37,1.7,2.24,7.96,43.31,0.49,12.94,0.745,9.0,13.0
Mathura,Uttar Pradesh,32.68,934.52,930.04,98.18,98.44,71.22,47.34,90.34,10.77,34.66,21.29,6.37,74.67,58.19,43.12,23.52,1.76,2.4,13.95,0.35,12.88,16.68,51.44,39.3,87.02,3.72,89.84,2650.12,36.85,15.65,80.53,91.84,3.23,9.3,6.36,2.58,31.58,10.98,3.15,21.29,2.06,18.06,25.37,52.83,77.16,63.01,67.77,7.85,10.22,21.14,25.42,0.7,0.46,0.2,9.27,42.87,0.05,13.01,0.789,9.0,14.0
Agra,Uttar Pradesh,30.47,951.72,901.72,99.06,99.77,70.78,67.51,93.1,9.4,36.14,17.92,3.54,76.49,67.73,47.08,19.96,2.44,4.15,18.67,1.38,8.96,12.81,53.6,42.65,91.08,11.34,85.89,1879.35,42.98,18.8,78.24,87.46,5.66,6.76,4.47,10.57,35.85,16.43,4.64,26.17,3.44,15.37,25.21,58.64,72.97,59.44,61.44,7.16,8.17,16.8,20.94,0.27,0.29,0.44,8.89,46.05,0.61,20.9,0.819,9.0,15.0
Firozabad,Uttar Pradesh,31.89,950.31,870.87,96.3,99.42,69.01,53.5,88.0,13.4,42.44,24.75,3.6,69.97,66.86,34.63,15.01,1.16,2.34,14.73,0.37,9.19,18.27,47.12,39.25,84.69,4.6,92.72,1791.23,56.35,10.67,72.93,91.5,2.57,7.04,3.9,6.78,46.91,9.51,3.78,25.58,4.79,18.75,24.34,49.06,73.91,57.08,61.82,7.46,9.35,18.07,20.45,0.2,0.2,0.0,5.23,45.64,0.3,17.74,0.765,9.0,16.0
Mainpuri,Uttar Pradesh,30.86,1015.93,837.36,95.15,99.59,63.1,39.79,74.93,16.13,45.78,16.04,3.98,71.25,80.14,46.39,10.76,1.25,2.43,29.18,1.07,4.44,21.44,76.48,38.13,92.0,2.95,95.57,2390.38,59.7,8.21,87.66,93.47,3.38,5.65,4.91,10.07,44.26,14.57,6.67,33.59,4.03,15.31,21.74,48.01,70.4,57.78,61.36,8.42,10.18,14.44,17.92,0.97,0.38,0.0,2.93,41.33,0.5,15.24,0.72,9.0,17.0
Bareilly,Uttar Pradesh,31.28,964.87,1084.39,92.45,100.0,79.71,54.56,93.49,18.67,22.07,11.36,5.63,71.94,68.76,43.47,16.7,0.82,3.25,21.47,0.26,5.88,27.64,59.91,43.05,96.86,6.06,94.83,1918.74,40.28,15.49,91.01,91.85,4.97,4.41,2.51,10.49,45.87,15.4,5.59,35.24,1.39,18.24,25.03,51.93,67.72,60.8,66.17,9.65,11.78,16.35,17.61,0.2,0.0,0.0,5.45,39.29,0.14,17.81,0.722,9.0,19.0
Pilibhit,Uttar Pradesh,29.59,921.6,813.73,86.83,100.0,76.81,48.05,91.19,21.4,28.47,16.23,4.57,71.06,74.14,45.53,14.4,0.75,1.35,27.39,0.4,4.86,20.8,53.22,43.58,91.13,4.84,98.78,1458.17,50.17,18.95,90.42,97.18,1.52,8.55,3.7,8.89,38.86,20.08,7.54,39.42,1.36,16.44,21.36,50.89,57.26,52.0,58.37,10.83,13.33,19.48,17.46,0.88,0.23,0.42,4.91,38.24,0.19,15.49,0.646,9.0,20.0
Shahjahanpur,Uttar Pradesh,34.4,976.88,1063.79,84.05,100.0,69.21,40.4,79.77,14.24,27.73,20.93,4.59,59.55,70.31,46.41,10.01,2.08,5.9,26.1,1.69,6.4,27.8,74.2,35.32,95.18,5.77,98.19,1394.13,47.75,8.61,84.53,97.2,2.8,5.75,7.33,6.69,44.48,16.95,8.11,34.73,3.16,17.83,17.15,53.95,75.41,60.32,58.73,9.1,6.67,16.08,14.47,0.19,0.19,0.22,6.64,49.04,0.19,20.4,0.667,9.0,21.0
Kheri,Uttar Pradesh,32.44,998.04,900.96,84.15,99.92,65.61,35.91,92.06,22.01,28.71,19.71,3.56,58.08,54.93,37.85,20.81,1.48,1.39,11.16,0.33,16.1,28.02,64.56,47.98,89.85,7.81,93.63,2126.05,68.02,14.24,76.18,91.04,1.27,3.67,1.28,4.36,47.59,15.78,3.91,36.29,2.2,30.85,16.37,51.91,66.25,52.95,52.54,8.67,9.36,20.06,22.4,0.55,0.0,0.27,14.78,55.2,0.22,17.5,0.567,9.0,22.0
Sitapur,Uttar Pradesh,33.61,969.63,1010.77,68.35,99.7,52.51,31.48,96.23,23.22,23.9,20.76,3.43,55.51,51.13,36.52,16.81,1.14,1.56,12.88,0.1,17.91,39.8,60.38,35.39,91.23,9.56,94.79,1577.44,70.39,8.39,72.19,95.9,0.97,9.49,5.41,4.1,47.8,18.16,6.52,37.86,2.9,30.14,15.43,42.12,66.4,55.29,61.24,7.88,9.71,17.78,22.98,3.8,0.21,0.39,13.75,59.69,0.09,13.76,0.508,9.0,23.0
Hardoi,Uttar Pradesh,32.38,975.14,1096.87,70.98,99.9,55.72,28.97,82.87,16.03,26.47,19.32,2.75,63.79,58.3,46.17,6.88,1.06,4.4,31.54,0.24,13.43,31.17,79.77,39.68,92.57,13.16,96.22,1678.8,61.33,6.98,62.43,98.82,0,5.11,3.44,7.62,44.54,22.33,9.92,32.95,5.38,22.93,13.55,64.82,76.11,59.67,61.05,8.02,9.8,18.12,19.89,0.66,0.28,1.5,6.53,52.13,0.06,14.33,0.533,9.0,24.0
Unnao,Uttar Pradesh,28.14,992.73,959.55,75.36,98.48,60.29,43.44,68.73,15.33,36.99,18.94,2.24,65.42,48.67,46.23,9.63,1.6,6.7,26.69,0.26,19.14,25.92,64.33,19.76,88.14,9.56,93.04,2404.79,62.64,18.25,62.54,88.28,7.41,8.03,2.27,5.17,39.17,12.11,5.06,29.25,7.45,22.59,20.64,62.21,75.98,48.92,49.55,9.67,9.21,21.98,21.36,1.98,0.69,2.36,9.45,50.86,0.3,16.66,0.631,9.0,25.0
Lucknow,Uttar Pradesh,23.47,949.66,981.39,96.82,99.75,80.43,78.26,96.98,15.76,51.87,9.9,2.08,84.75,56.45,40.16,16.44,2.03,1.83,18.04,0.64,15.66,28.94,77.2,53.08,95.99,15.92,96.24,3488.82,47.2,36.7,84.47,94.14,5.86,4.9,1.4,2.34,32.09,11.46,1.43,25.53,1.95,15.66,34.77,50.41,52.93,55.76,52.84,14.69,16.45,21.24,22.76,1.09,0.0,0.36,7.72,39.2,0.17,14.16,0.831,9.0,26.0
Farrukhabad,Uttar Pradesh,32.66,972.25,789.17,91.81,99.65,72.63,45.5,77.52,13.48,33.33,18.78,4.07,60.98,67.16,40.01,8.28,2.32,2.56,24.59,1.55,7.72,29.64,81.28,41.5,94.83,10.48,91.73,1611.07,48.84,9.98,83.67,97.99,0,4.63,4.09,14.75,47.81,14.25,6.08,31.13,4.7,18.25,15.67,51.68,77.07,56.94,58.25,6.67,7.12,13.84,14.76,0.14,0.16,0.35,6.42,49.0,0.29,19.67,0.712,9.0,28.0
Kannauj,Uttar Pradesh,32.72,1002.89,1037.81,87.3,99.85,70.1,35.47,80.61,15.32,37.31,10.36,1.34,66.48,69.36,60.31,7.72,1.5,4.68,43.89,0.55,7.22,31.3,75.93,46.44,92.91,10.48,96.2,1914.31,56.47,11.81,56.78,98.97,0,5.6,3.54,13.52,42.99,21.5,10.79,33.51,5.19,20.47,18.76,61.38,79.6,65.21,68.81,7.25,6.9,14.91,14.4,2.34,1.01,1.24,8.69,50.94,0.32,15.25,0.646,9.0,29.0
Etawah,Uttar Pradesh,29.41,967.74,799.2,95.66,99.49,78.05,48.63,77.19,17.94,45.68,16.26,2.17,76.53,71.03,48.86,14.36,1.08,4.78,26.91,1.39,8.25,27.46,65.39,43.71,93.63,13.09,94.6,1692.04,70.07,11.23,87.21,97.43,2.57,5.77,4.75,6.16,38.77,13.89,6.24,24.33,2.55,15.99,23.7,45.02,73.95,57.38,65.62,8.92,10.23,16.71,19.68,0.16,0.0,0.21,5.2,45.45,0.1,16.89,0.801,9.0,30.0
Auraiya,Uttar Pradesh,29.26,1020.97,879.79,94.01,99.49,74.3,33.69,93.94,18.44,46.2,18.09,4.86,77.14,51.43,32.31,13.29,0.7,1.26,14.26,0.11,18.66,42.87,66.27,50.37,91.28,10.73,98.62,1182.06,72.83,7.97,84.3,99.14,0.86,6.46,3.17,6.09,39.74,19.43,9.16,32.58,7.25,18.75,19.28,60.22,64.22,39.13,43.95,6.91,7.01,20.02,22.13,1.37,0.33,0.65,9.29,46.83,0.3,11.44,0.683,9.0,31.0
Kanpur Dehat,Uttar Pradesh,27.85,974.11,1027.01,79.75,99.4,70.59,39.26,81.71,17.92,45.41,12.66,1.92,76.24,60.07,41.59,10.65,1.16,2.25,22.59,0.77,15.0,19.08,59.17,54.4,87.9,13.74,94.17,1993.1,69.18,8.28,67.95,94.7,2.26,4.38,1.52,5.38,44.09,12.52,6.73,32.82,6.82,17.12,19.59,62.09,69.17,54.85,55.63,7.59,9.94,12.59,16.49,0.62,0.0,0.55,10.17,50.49,0.42,16.52,0.662,9.0,32.0
Kanpur Nagar,Uttar Pradesh,24.47,925.16,815.91,89.25,98.78,77.51,76.86,92.84,16.12,58.51,10.92,3.41,87.61,73.74,57.4,12.83,2.99,3.55,33.08,0.49,6.75,17.49,65.54,69.85,94.97,14.1,95.63,2644.56,60.27,19.3,81.16,96.44,3.56,7.14,3.93,3.69,34.6,21.44,12.56,27.75,5.8,13.8,25.24,70.08,76.25,57.03,62.96,10.78,8.32,17.3,16.16,0.83,0.5,1.0,9.46,46.83,0.33,15.13,0.825,9.0,33.0
Jalaun,Uttar Pradesh,26.01,937.19,796.82,96.85,98.95,80.17,36.45,91.44,17.6,38.9,16.86,2.2,80.13,62.37,50.48,35.16,0.4,0.75,12.18,0.1,13.48,28.8,72.46,62.84,92.12,11.39,98.82,2193.86,70.0,12.06,64.73,100,0,1.23,0.79,2.78,45.1,19.53,8.49,36.07,2.27,22.21,14.55,53.01,55.19,44.23,39.53,5.24,5.95,16.75,19.97,1.43,0.0,0.0,13.39,49.88,0.18,11.66,0.712,9.0,34.0
Jhansi,Uttar Pradesh,24.73,946.43,926.98,95.16,96.83,73.18,51.91,97.71,11.37,43.26,25.05,3.47,82.06,61.99,53.62,28.94,0.0,4.18,19.79,0.0,13.75,36.71,76.97,36.6,90.62,13.14,95.88,1089.93,75.58,12.76,53.93,98.53,1.47,4.89,3.43,10.72,40.93,25.18,10.38,39.28,3.31,18.71,12.59,55.1,70.3,41.33,40.17,5.29,9.01,15.65,17.3,1.69,0.54,0.87,10.07,49.54,0.31,10.91,0.79,9.0,35.0
Lalitpur,Uttar Pradesh,31.7,997.02,998.23,94.05,96.55,64.19,20.32,90.69,11.74,23.78,42.5,9.41,63.75,73.82,65.73,49.96,0.26,2.15,10.93,0.25,7.36,27.81,64.93,45.7,89.64,9.86,98.17,1380.88,86.64,6.43,72.95,100,0,2.67,0.8,4.82,46.61,18.7,7.47,34.84,6.71,22.35,13.24,50.18,56.01,38.07,41.97,4.67,6.3,17.15,17.86,0.91,0.15,0.45,5.45,54.54,0.71,16.68,0.636,9.0,36.0
Hamirpur,Uttar Pradesh,28.22,1003.02,881.81,94.61,99.4,77.7,29.0,94.36,21.91,37.61,10.48,1.39,77.39,61.27,47.47,21.89,0.1,3.75,19.06,0.55,14.4,38.4,77.73,43.24,94.47,11.53,99.71,964.64,87.96,10.7,79.81,100,0,8.39,2.72,5.8,48.02,20.58,10.67,36.28,9.1,22.49,9.27,55.64,68.45,46.11,49.73,5.26,6.73,16.73,18.77,2.83,0.16,0.48,16.95,64.47,0.15,13.26,0.914,9.0,37.0
Mahoba,Uttar Pradesh,28.37,972.37,1056.17,95.93,94.28,68.95,28.17,93.79,16.23,30.69,20.75,3.95,77.9,61.57,52.04,32.07,0.68,0.98,15.33,0.49,16.56,45.07,80.49,46.24,92.51,13.68,98.39,1212.67,87.56,9.57,73.9,100,0,6.57,3.96,7.46,42.28,25.04,11.71,33.42,5.03,27.97,10.56,53.89,70.13,49.37,53.46,5.85,6.29,15.02,15.66,6.04,0.7,1.75,13.22,63.3,0.19,12.22,0.685,9.0,38.0
Banda,Uttar Pradesh,30.63,956.31,971.2,89.17,98.22,59.29,26.82,90.43,13.25,27.08,18.98,2.52,52.55,62.38,45.6,16.7,0.61,6.53,19.99,0.12,15.28,35.52,81.15,39.02,90.02,2.4,95.13,1132.39,85.86,4.2,64.89,97.44,1.22,2.37,3.48,9.52,50.98,25.72,12.98,49.8,6.34,25.68,13.54,50.61,82.17,52.22,54.47,11.54,13.11,20.08,18.85,3.6,1.37,1.74,19.68,63.28,0.45,12.39,0.551,9.0,39.0
